"","cluster","Mean.of.log.A","Mean.of.log.B","Mean.of.log.C","Mean.of.log.D","isClusterMember","maxMembership","membership.of.cluster.1","membership.of.cluster.2","membership.of.cluster.3"
"Q9WTT7",1,-1.22255561673122,0.776823490992555,0.856334477189782,-0.410602351451118,FALSE,0.342574546034067,0.342574546034067,0.318674732338182,0.338750721627751
"P63102",3,-1.09658973936807,0.830429584823418,0.865356334646909,-0.599196180102253,FALSE,0.344960977633919,0.318679211813618,0.336359810552462,0.344960977633919
"Q7M0E3",1,-0.237751535202779,-1.30795600637204,0.634796914993558,0.910910626581266,FALSE,0.346211434239301,0.346211434239301,0.344291884172899,0.309496681587799
"P62959",3,-1.11147501524251,0.921737797086268,0.764578478326509,-0.57484126017027,FALSE,0.350478325688333,0.326361448575776,0.323160225735891,0.350478325688333
"P02564",1,-1.29124213047911,0.407225819378061,1.06495216321144,-0.180935852110383,FALSE,0.352637465178352,0.352637465178352,0.327584088781019,0.319778446040629
"P05765",3,-1.07423589883272,0.941039458988321,0.756377650063607,-0.623181210219205,FALSE,0.352730323143432,0.320470818492253,0.326798858364315,0.352730323143432
"P70567",3,-1.17907291834308,1.1033623798076,0.479167216325917,-0.403456677790437,FALSE,0.35844424026787,0.358244235695258,0.283311524036872,0.35844424026787
"P18422",3,0.587017403091773,-1.26481732298012,-0.303727981502697,0.981527901391041,FALSE,0.360489195526719,0.324752977632756,0.314757826840525,0.360489195526719
"P11960",2,0.768286653302108,-1.37327190516234,-0.110336827576684,0.715322079436916,FALSE,0.360517727009799,0.28577364329816,0.360517727009799,0.353708629692041
"P62859",3,-1.11086660411474,1.10454447503702,0.52562489384656,-0.519302764768848,FALSE,0.362508653636935,0.341015706453529,0.296475639909536,0.362508653636935
"P15865",2,0.845317841399481,-1.3509015407395,-0.155065561516922,0.660649260856937,FALSE,0.363790784764138,0.278829100157769,0.363790784764138,0.357380115078092
"O35244",3,-0.942600836699279,1.07903247663846,0.616578229663232,-0.753009869602413,FALSE,0.366616369427434,0.307589866243662,0.325793764328904,0.366616369427434
"Q641Y2",3,-0.658721981942087,1.04056760490572,0.648839467451583,-1.03068509041521,FALSE,0.368684064094283,0.26938273132871,0.361933204577006,0.368684064094283
"Q00715",1,-0.975486617619047,-0.704959089890594,1.10433424359156,0.57611146391808,FALSE,0.369000919299103,0.369000919299103,0.335181012799656,0.295818067901241
"Q5M9I5",1,-0.398721199682967,-1.20991980266353,0.600295332589979,1.00834566975651,FALSE,0.372470837490582,0.372470837490582,0.320997746668671,0.306531415840746
"P09456",1,-1.34882690856007,0.633020500223665,0.869646113221733,-0.15383970488533,FALSE,0.372919565771479,0.372919565771479,0.300792548766333,0.326287885462188
"Q4V8H8",2,-0.990376331329471,-0.511646859134656,1.31196408053452,0.19005910992961,FALSE,0.373000764998705,0.330144460212391,0.373000764998705,0.296854774788904
"P29410",1,0.283514062509728,-1.12256801478956,-0.389007210246928,1.22806116252676,FALSE,0.376767371065708,0.376767371065708,0.274052398970649,0.349180229963643
"P10111",1,-1.36070277118647,0.662923511492294,0.831368872284789,-0.133589612590614,FALSE,0.37824585118911,0.37824585118911,0.295146189704802,0.326607959106088
"P18421",3,-0.440627912416783,1.08405540743566,0.521989827727627,-1.1654173227465,FALSE,0.378878421999725,0.251824645659454,0.369296932340821,0.378878421999725
"P31044",3,0.518125805339752,-0.885899999569846,-0.785416238181077,1.15319043241117,FALSE,0.379337182915798,0.364646437607518,0.256016379476685,0.379337182915798
"Q66HG9",3,0.528687527373817,-0.899407350936142,-0.774546156980346,1.14526598054267,FALSE,0.37955948885716,0.362376226575541,0.258064284567299,0.37955948885716
"P02262",3,0.577205983689815,-0.966365457057812,-0.715708269372901,1.1048677427409,FALSE,0.379874511983461,0.351653033260119,0.26847245475642,0.379874511983461
"P21670",3,0.806086873086992,-1.15745324851011,-0.513082652636684,0.864449028059801,FALSE,0.380046473507453,0.307242955961481,0.312710570531066,0.380046473507453
"P29147",3,0.95994417584446,-1.19225678544614,-0.445112954347543,0.677425563949227,FALSE,0.380192852065577,0.282237410264898,0.337569737669525,0.380192852065577
"P52481",3,1.07812861879728,-1.17922044752121,-0.419543459353691,0.520635288077625,FALSE,0.380565271010941,0.264511191967566,0.354923537021493,0.380565271010941
"P84817",3,1.27805083523467,-1.07119723048097,-0.417853541909344,0.210999937155639,FALSE,0.382459644288265,0.235440022859883,0.382100332851852,0.382459644288265
"P97584",1,0.273803667752207,-1.08041827100116,-0.442982941768729,1.24959754501768,FALSE,0.382802138851943,0.382802138851943,0.267310020929827,0.34988784021823
"Q04462",1,0.252472592963566,-1.08498771672392,-0.424134765760787,1.25664988952114,FALSE,0.38479731187911,0.38479731187911,0.267153161329506,0.348049526791384
"Q561S0",2,-0.29195595563046,1.03974319256994,0.507611610559439,-1.25539884749892,FALSE,0.384906475290295,0.237910220338259,0.384906475290295,0.377183304371446
"A7VJC2",2,0.042521075344945,-1.4277086802381,0.677304391903939,0.707883212989214,FALSE,0.38603418138708,0.304308129548343,0.38603418138708,0.309657689064576
"P17074",3,-0.813618258900014,1.25221104136928,0.361139230622043,-0.799732013091312,FALSE,0.387503265878677,0.303617253814078,0.308879480307245,0.387503265878677
"Q80W89",1,-1.38860650766364,0.62745796325888,0.821252679826623,-0.0601041354218674,FALSE,0.387977484179238,0.387977484179238,0.289106922577022,0.32291559324374
"Q66HF1",3,-0.662154669272374,1.21595063242532,0.404890207329366,-0.958686170482312,FALSE,0.388929113734992,0.281705825512722,0.329365060752286,0.388929113734992
"P49134",3,-0.967114563069212,1.36650763374215,0.0427791298065462,-0.442172200479485,FALSE,0.389707968157072,0.352668488165186,0.257623543677742,0.389707968157072
"P36953",2,-1.04471145516165,0.0369296695476287,1.34037224682916,-0.332590461215135,FALSE,0.390624091360237,0.302710322898152,0.390624091360237,0.306665585741611
"P11661",3,1.01400127654449,-1.09525294190164,-0.579423152426748,0.660674817783897,FALSE,0.392276677229713,0.281537993084901,0.326185329685385,0.392276677229713
"P11598",1,0.301084560576599,-0.913710960535612,-0.664980992069462,1.27760739202847,FALSE,0.395086063414567,0.395086063414567,0.247266491419012,0.357647445166421
"Q5XIB3",1,-0.974203733132857,1.39661954883484,-0.285918554631725,-0.136497261070257,FALSE,0.396260593309407,0.396260593309407,0.219139614878333,0.38459979181226
"P21533",1,-1.1610071004706,1.27175679625698,0.064133344864941,-0.174883040651325,FALSE,0.397839430499081,0.397839430499081,0.238556727613996,0.363603841886923
"Q9Z327",3,1.4238473495347,-0.822864036512246,-0.540244687119878,-0.0607386259025733,FALSE,0.399140142718408,0.216929491759522,0.383930365522069,0.399140142718408
"P63159",3,1.06262914289487,-1.01249703502632,-0.674840031796486,0.624707923927939,FALSE,0.402178795736419,0.278559131694176,0.319262072569405,0.402178795736419
"Q9Z2L0",3,0.657315623928304,-0.707989738599222,-0.990882103975011,1.04155621864593,FALSE,0.403361932566594,0.348281471822066,0.248356595611339,0.403361932566594
"P26453",1,-0.928217175921058,1.40351004597353,-0.404410893192759,-0.0708819768597153,FALSE,0.403438467748402,0.403438467748402,0.209872612142401,0.386688920109197
"P62246",3,0.484040352017557,0.884437145960691,0.0393324435093142,-1.40780994148756,FALSE,0.404248597470083,0.19619734743455,0.399554055095367,0.404248597470083
"Q5U2X7",3,0.483365463231436,-0.395542825484475,-1.18541193085588,1.09758929310892,FALSE,0.404437941028827,0.379592546314785,0.215969512656388,0.404437941028827
"P50463",1,-0.927625902520372,1.40167652612515,-0.413732844484173,-0.0603177791206025,FALSE,0.405104981430138,0.405104981430138,0.208774226189027,0.386120792380835
"P04642",2,0.20410079310017,0.947278036467618,0.260423790258789,-1.41180261982658,FALSE,0.405678653815313,0.206703056466612,0.405678653815313,0.387618289718075
"P52504",3,0.517196670869277,0.871657068685931,0.0155957366629745,-1.40444947621818,FALSE,0.405871646458253,0.194991625070559,0.399136728471188,0.405871646458253
"Q642A4",1,-0.990567498090708,1.3838391627856,-0.311600831676004,-0.0816708330188833,FALSE,0.40610693705066,0.40610693705066,0.214071448729306,0.379821614220034
"P85968",3,-0.670588273110441,1.37506139632225,-0.805765134932413,0.101292011720603,FALSE,0.40646778298237,0.406328185819056,0.187204031198574,0.40646778298237
"A0JPQ4",3,-0.798153063530559,1.41456579991769,-0.0149718595747129,-0.601440876812416,FALSE,0.406898602529929,0.326269165078614,0.266832232391457,0.406898602529929
"P62755",3,-0.0389407975291494,1.13744489013407,0.192821775989106,-1.29132586859402,FALSE,0.406907691498881,0.229240052902764,0.363852255598355,0.406907691498881
"P05197",3,-0.806680466134843,1.4533670266097,-0.441430446709359,-0.205256113765502,FALSE,0.407875479118429,0.373976450800018,0.218148070081554,0.407875479118429
"Q925F0",3,0.938465018048178,-0.908394733983895,-0.819289550219721,0.789219266155438,FALSE,0.408652637861319,0.300938418953128,0.290408943185553,0.408652637861319
"Q4V8F9",3,-0.735389850308153,1.42648327512408,-0.650130176291942,-0.0409632485239869,FALSE,0.408839688709564,0.390880357466239,0.200279953824197,0.408839688709564
"Q5BK63",2,-0.455949953851938,0.853808422374985,0.797056492788871,-1.19491496131192,FALSE,0.409723712850064,0.240365129695062,0.409723712850064,0.349911157454874
"Q63617",2,0.222054472732967,0.927367280055935,0.27089439680599,-1.42031614959489,FALSE,0.410221094195538,0.20480378772342,0.410221094195538,0.384975118081043
"P11980",3,0.372565811413721,-0.0700343380101918,-1.3367038965113,1.03417242310777,FALSE,0.412537687361491,0.392956688370153,0.194505624268355,0.412537687361491
"A2RRU1",2,1.42513530027703,-0.891863820107753,-0.391893607115268,-0.141377873054013,FALSE,0.412574684539553,0.208329927753622,0.412574684539553,0.379095387706825
"P60901",3,0.999758449581309,0.532449670126365,-0.244975702237386,-1.28723241747029,FALSE,0.412796687393139,0.178337199715804,0.408866112891057,0.412796687393139
"P12368",3,1.29099592677473,0.180253377604296,-0.405056218203893,-1.06619308617513,FALSE,0.413270624490271,0.175181031900058,0.41154834360967,0.413270624490271
"O35567",1,-0.0794176151699813,-1.10234583661795,-0.144048226856943,1.32581167864488,FALSE,0.414031673086821,0.414031673086821,0.263103138352793,0.322865188560386
"P07895",3,0.186338549751249,0.306350378860213,-1.41896038609356,0.9262714574821,FALSE,0.414066198386311,0.411225872455185,0.174707929158505,0.414066198386311
"P63031",3,1.49135080000615,-0.533609962008834,-0.606344815216201,-0.351396022781113,FALSE,0.414241800085101,0.200937075022621,0.384821124892278,0.414241800085101
"P69897",3,1.45289065868013,-0.680451397169984,-0.638967947908986,-0.133471313601158,FALSE,0.414498676361617,0.21411014518586,0.371391178452522,0.414498676361617
"P05503",1,-1.37323640326891,0.955518608862908,0.447565716305493,-0.0298479218994934,FALSE,0.415089919448491,0.415089919448491,0.252643515731784,0.332266564819726
"Q8CG45",3,1.47145046115324,-0.624139144658676,-0.631400254984229,-0.21591106151033,FALSE,0.41509886851543,0.208967187035882,0.375933944448689,0.41509886851543
"P16290",1,0.276918870971871,-0.0851212638009298,-1.29957590901914,1.1077783018482,FALSE,0.416130372312333,0.416130372312333,0.189227908030615,0.394641719657052
"P24473",1,0.152635238138068,0.345977209942306,-1.41821491756349,0.919602469483118,FALSE,0.41624633446133,0.41624633446133,0.17232610058601,0.41142756495266
"P30427",1,-0.0997799682730416,-1.09555903734175,-0.135602849207248,1.33094185482204,FALSE,0.416657191203105,0.416657191203105,0.261865184963736,0.321477623833159
"P19234",2,-0.238156280128961,0.891942444475275,0.656469030080836,-1.31025519442715,FALSE,0.417035159624764,0.225646845009558,0.417035159624764,0.357317995365678
"P28042",3,-0.345496218280398,1.13256573262833,-1.19608943263915,0.409019918291224,FALSE,0.41818459456899,0.414792930380744,0.167022475050266,0.41818459456899
"P97521",1,-1.22745452042076,1.21876589866509,0.0673019890263837,-0.0586133672707044,FALSE,0.418939246516774,0.418939246516774,0.229867284469241,0.351193469013985
"Q63638",3,0.615481757279154,-0.424605848803438,-1.19604580297424,1.00516989449853,FALSE,0.419275361753067,0.354976640343194,0.225747997903739,0.419275361753067
"P04041",2,-0.89616725763667,0.114745832657532,1.359836070356,-0.578414645376864,FALSE,0.420221495086677,0.27483400286514,0.420221495086677,0.304944502048183
"A2VD12",1,0.216387517496557,-0.735341273088526,-0.807714097180547,1.32666785277252,FALSE,0.421144154319142,0.421144154319142,0.225026995174059,0.353828850506799
"P47727",1,0.278093614538014,-0.410099019281359,-1.10569905628898,1.23770446103232,FALSE,0.421341265404826,0.421341265404826,0.204453641363941,0.374205093231233
"P62832",3,0.868105928023184,0.677624501556055,-0.228541849427491,-1.31718858015175,FALSE,0.421556716134147,0.184217831189972,0.394225452675881,0.421556716134147
"Q5XIF3",3,-0.686652950476595,1.46861271027439,-0.209384312977792,-0.572575446820001,FALSE,0.422577022191414,0.323047167443337,0.254375810365249,0.422577022191414
"O88989",3,1.31147261726968,-0.789297075492299,-0.771340675121424,0.249165133344046,FALSE,0.423669327623101,0.24378047216639,0.332550200210509,0.423669327623101
"P09812",2,0.521983767702376,0.793565524030845,0.127225906946887,-1.44277519868011,FALSE,0.423832554560506,0.189474755256964,0.423832554560506,0.38669269018253
"P36972",2,1.3113962630322,0.117479672727169,-0.36401312008419,-1.06486281567518,FALSE,0.424628765510342,0.172830298401965,0.424628765510342,0.402540936087693
"Q63377",2,0.694862044662732,0.705903448302105,0.0199626836487842,-1.42072817661362,FALSE,0.425832250142613,0.183113989612207,0.425832250142613,0.39105376024518
"P19945",1,-0.828327352557475,-0.880047244076799,0.654038898391862,1.05433569824241,FALSE,0.425926479475912,0.425926479475912,0.282134154414089,0.291939366109999
"Q920L2",2,0.849139095726594,-1.44475511332672,0.213350213381282,0.382265804218844,FALSE,0.426029010866531,0.246319975086302,0.426029010866531,0.327651014047168
"P07632",2,0.856061508446359,0.604419080876901,-0.0839684894072711,-1.37651209991599,FALSE,0.426036656751511,0.17836699952398,0.426036656751511,0.395596343724509
"P35281",3,1.23436122770519,0.297701702767411,-0.438833020677535,-1.09322990979507,FALSE,0.426246681133501,0.177957863867397,0.395795454999102,0.426246681133501
"P0C1X8",3,1.26156448337688,0.258704159268722,-0.455241849003986,-1.06502679364161,FALSE,0.426381061737816,0.178038372904793,0.395580565357391,0.426381061737816
"Q6AXS5",2,-0.0734213683397524,0.875268942905072,0.57555811573419,-1.37740569029951,FALSE,0.426455331878617,0.214493520987519,0.426455331878617,0.359051147133864
"Q505J9",1,0.219255643045472,-0.0307072213378385,-1.30530863973811,1.11676021803047,FALSE,0.427915507406895,0.427915507406895,0.183780116538072,0.388304376055033
"P11951",1,-1.3338251265102,1.07618450897424,0.250368839470242,0.00727177806572177,FALSE,0.428285141761276,0.428285141761276,0.235820344268699,0.335894513970025
"P50503",2,0.395563731917972,0.818380032248664,0.240658262947011,-1.45460202711365,FALSE,0.42952144595582,0.192966001691859,0.42952144595582,0.377512552352322
"P63255",2,-0.507323103447376,0.693138730723931,0.966553899924051,-1.15236952720061,FALSE,0.429610676788098,0.237617821185168,0.429610676788098,0.332771502026734
"P31211",2,-0.827431958207961,-0.314874259283705,1.45539821280822,-0.313091995316558,FALSE,0.432265643668271,0.276030244193794,0.432265643668271,0.291704112137935
"O08730",3,1.31416497032711,0.188825682305777,-0.519304842536431,-0.983685810096455,FALSE,0.432385928241918,0.179979205363854,0.387634866394228,0.432385928241918
"P17764",1,-0.135198790129031,0.794532316434377,-1.36240083730583,0.703067311000481,FALSE,0.433228683761059,0.433228683761059,0.160085748551057,0.406685567687884
"O35763",2,0.931859432282319,0.526071491956477,-0.0996382444133528,-1.35829267982544,FALSE,0.434149417960149,0.174849614104558,0.434149417960149,0.391000967935294
"O35094",3,-0.559064156125634,1.47833051977834,-0.260308296330563,-0.658958067322138,FALSE,0.434715640715604,0.306736519249473,0.258547840034923,0.434715640715604
