"","cluster","Mean.of.log.A","Mean.of.log.B","Mean.of.log.C","Mean.of.log.D","isClusterMember","maxMembership","membership.of.cluster.1","membership.of.cluster.2","membership.of.cluster.3"
"Q9WTT7",1,-1.22255561673122,0.776823490992555,0.856334477189782,-0.410602351451118,FALSE,0.342579857494918,0.342579857494918,0.318677575337628,0.338742567167454
"P63102",3,-1.09658973936807,0.830429584823418,0.865356334646909,-0.599196180102253,FALSE,0.344951164779843,0.318684509183786,0.336364326036372,0.344951164779843
"Q7M0E3",1,-0.237751535202779,-1.30795600637204,0.634796914993558,0.910910626581266,FALSE,0.3462101252131,0.3462101252131,0.344284316659544,0.309505558127356
"P62959",3,-1.11147501524251,0.921737797086268,0.764578478326509,-0.57484126017027,FALSE,0.350468145831587,0.326367113751378,0.323164740417035,0.350468145831587
"P02564",1,-1.29124213047911,0.407225819378061,1.06495216321144,-0.180935852110383,FALSE,0.352641875205598,0.352641875205598,0.327584687839944,0.319773436954458
"P05765",3,-1.07423589883272,0.941039458988321,0.756377650063607,-0.623181210219205,FALSE,0.352719630968537,0.320476506114776,0.326803862916686,0.352719630968537
"P70567",3,-1.17907291834308,1.1033623798076,0.479167216325917,-0.403456677790437,FALSE,0.358434254657302,0.358250735730472,0.283315009612226,0.358434254657302
"P18422",3,0.587017403091773,-1.26481732298012,-0.303727981502697,0.981527901391041,FALSE,0.360504126218146,0.324746863701205,0.314749010080649,0.360504126218146
"P11960",2,0.768286653302108,-1.37327190516234,-0.110336827576684,0.715322079436916,FALSE,0.360508158143925,0.285770238078548,0.360508158143925,0.353721603777527
"P62859",3,-1.11086660411474,1.10454447503702,0.52562489384656,-0.519302764768848,FALSE,0.36249771468967,0.341022159872999,0.296480125437331,0.36249771468967
"P15865",2,0.845317841399481,-1.3509015407395,-0.155065561516922,0.660649260856937,FALSE,0.363781174706396,0.278825745277315,0.363781174706396,0.357393080016289
"O35244",3,-0.942600836699279,1.07903247663846,0.616578229663232,-0.753009869602413,FALSE,0.366603509305978,0.307596013898801,0.325800476795221,0.366603509305978
"Q641Y2",3,-0.658721981942087,1.04056760490572,0.648839467451583,-1.03068509041521,FALSE,0.368668424206739,0.269388291217683,0.361943284575578,0.368668424206739
"Q00715",1,-0.975486617619047,-0.704959089890594,1.10433424359156,0.57611146391808,FALSE,0.369002442748302,0.369002442748302,0.335176245254531,0.295821311997167
"Q5M9I5",1,-0.398721199682967,-1.20991980266353,0.600295332589979,1.00834566975651,FALSE,0.372468907223924,0.372468907223924,0.320990924896669,0.306540167879407
"P09456",1,-1.34882690856007,0.633020500223665,0.869646113221733,-0.15383970488533,FALSE,0.372924588835415,0.372924588835415,0.300793383306,0.326282027858585
"Q4V8H8",2,-0.990376331329471,-0.511646859134656,1.31196408053452,0.19005910992961,FALSE,0.372997246797649,0.330147231900045,0.372997246797649,0.296855521302306
"P29410",1,0.283514062509728,-1.12256801478956,-0.389007210246928,1.22806116252676,FALSE,0.376758831831355,0.376758831831355,0.274044992516767,0.349196175651878
"P10111",1,-1.36070277118647,0.662923511492294,0.831368872284789,-0.133589612590614,FALSE,0.378250967938393,0.378250967938393,0.295146947140438,0.32660208492117
"P18421",3,-0.440627912416783,1.08405540743566,0.521989827727627,-1.1654173227465,FALSE,0.378860216676466,0.251830291819334,0.369309491504201,0.378860216676466
"P31044",3,0.518125805339752,-0.885899999569846,-0.785416238181077,1.15319043241117,FALSE,0.379356168416705,0.364635252098672,0.256008579484624,0.379356168416705
"Q66HG9",3,0.528687527373817,-0.899407350936142,-0.774546156980346,1.14526598054267,FALSE,0.379578361073663,0.36236521947665,0.258056419449688,0.379578361073663
"P02262",3,0.577205983689815,-0.966365457057812,-0.715708269372901,1.1048677427409,FALSE,0.379892779473039,0.351642926924126,0.268464293602836,0.379892779473039
"P21670",3,0.806086873086992,-1.15745324851011,-0.513082652636684,0.864449028059801,FALSE,0.38006233258902,0.307236223604584,0.312701443806396,0.38006233258902
"P29147",3,0.95994417584446,-1.19225678544614,-0.445112954347543,0.677425563949227,FALSE,0.380207361589634,0.282232268655194,0.337560369755172,0.380207361589634
"P52481",3,1.07812861879728,-1.17922044752121,-0.419543459353691,0.520635288077625,FALSE,0.380578690751563,0.264507057826301,0.354914251422136,0.380578690751563
"P84817",3,1.27805083523467,-1.07119723048097,-0.417853541909344,0.210999937155639,FALSE,0.382470575561277,0.235437358666609,0.382092065772114,0.382470575561277
"P97584",1,0.273803667752207,-1.08041827100116,-0.442982941768729,1.24959754501768,FALSE,0.382793006778778,0.382793006778778,0.267302788551144,0.349904204670079
"Q04462",1,0.252472592963566,-1.08498771672392,-0.424134765760787,1.25664988952114,FALSE,0.384788259552033,0.384788259552033,0.267145992859628,0.348065747588339
"Q561S0",2,-0.29195595563046,1.03974319256994,0.507611610559439,-1.25539884749892,FALSE,0.38492065255669,0.237915432231191,0.38492065255669,0.377163915212119
"A7VJC2",2,0.042521075344945,-1.4277086802381,0.677304391903939,0.707883212989214,FALSE,0.386025374581896,0.304308006226037,0.386025374581896,0.309666619192067
"P17074",3,-0.813618258900014,1.25221104136928,0.361139230622043,-0.799732013091312,FALSE,0.387488226649984,0.303624326778633,0.308887446571384,0.387488226649984
"Q80W89",1,-1.38860650766364,0.62745796325888,0.821252679826623,-0.0601041354218674,FALSE,0.387982512847644,0.387982512847644,0.289107194667046,0.32291029248531
"Q66HF1",3,-0.662154669272374,1.21595063242532,0.404890207329366,-0.958686170482312,FALSE,0.38891245378482,0.281712590218541,0.32937495599664,0.38891245378482
"P49134",3,-0.967114563069212,1.36650763374215,0.0427791298065462,-0.442172200479485,FALSE,0.389695548097417,0.352676155361557,0.257628296541026,0.389695548097417
"P36953",2,-1.04471145516165,0.0369296695476287,1.34037224682916,-0.332590461215135,FALSE,0.390624605850948,0.302713923593419,0.390624605850948,0.306661470555633
"P11661",3,1.01400127654449,-1.09525294190164,-0.579423152426748,0.660674817783897,FALSE,0.39229185847837,0.281532072613509,0.326176068908121,0.39229185847837
"P11598",1,0.301084560576599,-0.913710960535612,-0.664980992069462,1.27760739202847,FALSE,0.39507478217813,0.39507478217813,0.247259618233478,0.357665599588391
"Q5XIB3",1,-0.974203733132857,1.39661954883484,-0.285918554631725,-0.136497261070257,FALSE,0.396267726626062,0.396267726626062,0.219142034328488,0.38459023904545
"P21533",1,-1.1610071004706,1.27175679625698,0.064133344864941,-0.174883040651325,FALSE,0.397846474662835,0.397846474662835,0.238558878229023,0.363594647108142
"Q9Z327",3,1.4238473495347,-0.822864036512246,-0.540244687119878,-0.0607386259025733,FALSE,0.399148162925789,0.216927353382965,0.383924483691245,0.399148162925789
"P63159",3,1.06262914289487,-1.01249703502632,-0.674840031796486,0.624707923927939,FALSE,0.402194319281871,0.278552770057531,0.319252910660599,0.402194319281871
"Q9Z2L0",3,0.657315623928304,-0.707989738599222,-0.990882103975011,1.04155621864593,FALSE,0.403382391705751,0.348269228348269,0.24834837994598,0.403382391705751
"P26453",1,-0.928217175921058,1.40351004597353,-0.404410893192759,-0.0708819768597153,FALSE,0.403445239576158,0.403445239576158,0.209874650736441,0.386680109687401
"P62246",3,0.484040352017557,0.884437145960691,0.0393324435093142,-1.40780994148756,FALSE,0.404223537589217,0.196202209693983,0.3995742527168,0.404223537589217
