"","cluster","Mean.of.log.A","Mean.of.log.B","Mean.of.log.C","Mean.of.log.D","isClusterMember","maxMembership","membership.of.cluster.1","membership.of.cluster.2","membership.of.cluster.3"
"Q9WTT7",1,-1.22255561673122,0.776823490992555,0.856334477189782,-0.410602351451118,FALSE,0.34257621346941,0.34257621346941,0.3186795965723,0.33874418995829
"P63102",3,-1.09658973936807,0.830429584823418,0.865356334646909,-0.599196180102253,FALSE,0.344955454604124,0.318680323729743,0.336364221666134,0.344955454604124
"Q7M0E3",1,-0.237751535202779,-1.30795600637204,0.634796914993558,0.910910626581266,FALSE,0.346208813176446,0.346208813176446,0.34429748344019,0.309493703383365
"P62959",3,-1.11147501524251,0.921737797086268,0.764578478326509,-0.57484126017027,FALSE,0.350472345065026,0.326363149192179,0.323164505742796,0.350472345065026
"P02564",1,-1.29124213047911,0.407225819378061,1.06495216321144,-0.180935852110383,FALSE,0.352638120030652,0.352638120030652,0.327589851668589,0.319772028300759
"P05765",3,-1.07423589883272,0.941039458988321,0.756377650063607,-0.623181210219205,FALSE,0.352724629867202,0.32047239819596,0.326802971936838,0.352724629867202
"P70567",3,-1.17907291834308,1.1033623798076,0.479167216325917,-0.403456677790437,FALSE,0.358436289558855,0.358247962416389,0.283315748024757,0.358436289558855
"P18422",3,0.587017403091773,-1.26481732298012,-0.303727981502697,0.981527901391041,FALSE,0.360489724892837,0.32475081456465,0.314759460542513,0.360489724892837
"P11960",2,0.768286653302108,-1.37327190516234,-0.110336827576684,0.715322079436916,FALSE,0.36051806037892,0.28577077582626,0.36051806037892,0.353711163794821
"P62859",3,-1.11086660411474,1.10454447503702,0.52562489384656,-0.519302764768848,FALSE,0.362501577801071,0.341018750346982,0.296479671851946,0.362501577801071
"P15865",2,0.845317841399481,-1.3509015407395,-0.155065561516922,0.660649260856937,FALSE,0.363790435639191,0.278826169233078,0.363790435639191,0.357383395127731
"O35244",3,-0.942600836699279,1.07903247663846,0.616578229663232,-0.753009869602413,FALSE,0.366611340675088,0.30759154845511,0.325797110869801,0.366611340675088
"Q641Y2",3,-0.658721981942087,1.04056760490572,0.648839467451583,-1.03068509041521,FALSE,0.368682064434779,0.269383077621042,0.36193485794418,0.368682064434779
"Q00715",1,-0.975486617619047,-0.704959089890594,1.10433424359156,0.57611146391808,FALSE,0.368999131466956,0.368999131466956,0.335187979352066,0.295812889180978
"Q5M9I5",1,-0.398721199682967,-1.20991980266353,0.600295332589979,1.00834566975651,FALSE,0.372468689235109,0.372468689235109,0.321003535244303,0.306527775520588
"P09456",1,-1.34882690856007,0.633020500223665,0.869646113221733,-0.15383970488533,FALSE,0.372921629000043,0.372921629000043,0.300797821172165,0.326280549827792
"Q4V8H8",2,-0.990376331329471,-0.511646859134656,1.31196408053452,0.19005910992961,FALSE,0.373008103313541,0.33014218772722,0.373008103313541,0.296849708959239
"P29410",1,0.283514062509728,-1.12256801478956,-0.389007210246928,1.22806116252676,FALSE,0.376766317621647,0.376766317621647,0.274055518826086,0.349178163552267
"P10111",1,-1.36070277118647,0.662923511492294,0.831368872284789,-0.133589612590614,FALSE,0.3782482016681,0.3782482016681,0.295151391619069,0.326600406712831
"P18421",3,-0.440627912416783,1.08405540743566,0.521989827727627,-1.1654173227465,FALSE,0.378878564645974,0.251824613201657,0.369296822152369,0.378878564645974
"P31044",3,0.518125805339752,-0.885899999569846,-0.785416238181077,1.15319043241117,FALSE,0.37933574029176,0.36464591412701,0.25601834558123,0.37933574029176
"Q66HG9",3,0.528687527373817,-0.899407350936142,-0.774546156980346,1.14526598054267,FALSE,0.379558190426953,0.362375613096819,0.258066196476229,0.379558190426953
"P02262",3,0.577205983689815,-0.966365457057812,-0.715708269372901,1.1048677427409,FALSE,0.37987389663703,0.351651999531394,0.268474103831576,0.37987389663703
"P21670",3,0.806086873086992,-1.15745324851011,-0.513082652636684,0.864449028059801,FALSE,0.380048791666249,0.307240590740048,0.312710617593703,0.380048791666249
"P29147",3,0.95994417584446,-1.19225678544614,-0.445112954347543,0.677425563949227,FALSE,0.380197154974821,0.282234534917483,0.337568310107696,0.380197154974821
"P52481",3,1.07812861879728,-1.17922044752121,-0.419543459353691,0.520635288077625,FALSE,0.380571276964499,0.264508045177379,0.354920677858122,0.380571276964499
"P84817",3,1.27805083523467,-1.07119723048097,-0.417853541909344,0.210999937155639,FALSE,0.38246931422629,0.235436582444862,0.382094103328849,0.38246931422629
"P97584",1,0.273803667752207,-1.08041827100116,-0.442982941768729,1.24959754501768,FALSE,0.382801298842347,0.382801298842347,0.267313156214039,0.349885544943613
"Q04462",1,0.252472592963566,-1.08498771672392,-0.424134765760787,1.25664988952114,FALSE,0.384796476466291,0.384796476466291,0.267156382615353,0.348047140918357
"Q561S0",2,-0.29195595563046,1.03974319256994,0.507611610559439,-1.25539884749892,FALSE,0.38490501812271,0.237909761854524,0.38490501812271,0.377185220022765
"A7VJC2",2,0.042521075344945,-1.4277086802381,0.677304391903939,0.707883212989214,FALSE,0.386039190061075,0.304304852848866,0.386039190061075,0.30965595709006
