"","cluster","Mean.of.log.A","Mean.of.log.B","Mean.of.log.C","Mean.of.log.D","isClusterMember","maxMembership","membership.of.cluster.1","membership.of.cluster.2","membership.of.cluster.3"
"Q9WTT7",1,-1.22255561673122,0.776823490992555,0.856334477189782,-0.410602351451118,FALSE,0.341407484594492,0.341407484594492,0.31967867010698,0.338913845298528
"P63102",3,-1.09658973936807,0.830429584823418,0.865356334646909,-0.599196180102253,FALSE,0.343244348088085,0.319449740459528,0.337305911452386,0.343244348088085
"Q7M0E3",1,-0.237751535202779,-1.30795600637204,0.634796914993558,0.910910626581266,FALSE,0.344396600714376,0.344396600714376,0.335658549724388,0.319944849561236
"P62959",3,-1.11147501524251,0.921737797086268,0.764578478326509,-0.57484126017027,FALSE,0.348025559061792,0.326614714016126,0.325359726922082,0.348025559061792
"P05765",3,-1.07423589883272,0.941039458988321,0.756377650063607,-0.623181210219205,FALSE,0.349682763565543,0.32125641628868,0.329060820145777,0.349682763565543
"P02564",1,-1.29124213047911,0.407225819378061,1.06495216321144,-0.180935852110383,FALSE,0.350943974881038,0.350943974881038,0.325890928250797,0.323165096868165
"P70567",3,-1.17907291834308,1.1033623798076,0.479167216325917,-0.403456677790437,FALSE,0.356530268091108,0.356277810327155,0.287191921581737,0.356530268091108
"P62859",3,-1.11086660411474,1.10454447503702,0.52562489384656,-0.519302764768848,FALSE,0.35919913229563,0.340209940332181,0.300590927372189,0.35919913229563
"P11960",3,0.768286653302108,-1.37327190516234,-0.110336827576684,0.715322079436916,FALSE,0.359400386844596,0.288066067011897,0.352533546143507,0.359400386844596
"O35244",3,-0.942600836699279,1.07903247663846,0.616578229663232,-0.753009869602413,FALSE,0.361154589621232,0.309255526497047,0.32958988388172,0.361154589621232
"P15865",3,0.845317841399481,-1.3509015407395,-0.155065561516922,0.660649260856937,FALSE,0.362415828846542,0.281620361802696,0.355963809350762,0.362415828846542
"Q4V8H8",2,-0.990376331329471,-0.511646859134656,1.31196408053452,0.19005910992961,FALSE,0.36469277996539,0.330932563149224,0.36469277996539,0.304374656885386
"Q641Y2",2,-0.658721981942087,1.04056760490572,0.648839467451583,-1.03068509041521,FALSE,0.365340726148357,0.274874676012736,0.365340726148357,0.359784597838908
"Q00715",1,-0.975486617619047,-0.704959089890594,1.10433424359156,0.57611146391808,FALSE,0.366442880652395,0.366442880652395,0.328592276847621,0.304964842499983
"Q5M9I5",1,-0.398721199682967,-1.20991980266353,0.600295332589979,1.00834566975651,FALSE,0.366704653997959,0.366704653997959,0.315524556311705,0.317770789690336
"P18422",3,0.587017403091773,-1.26481732298012,-0.303727981502697,0.981527901391041,FALSE,0.367743028536912,0.322500643661561,0.309756327801527,0.367743028536912
"P29410",1,0.283514062509728,-1.12256801478956,-0.389007210246928,1.22806116252676,FALSE,0.36897422959121,0.36897422959121,0.273474933272412,0.357550837136377
"P09456",1,-1.34882690856007,0.633020500223665,0.869646113221733,-0.15383970488533,FALSE,0.369098378082535,0.369098378082535,0.301795556522666,0.329106065394799
"A7VJC2",2,0.042521075344945,-1.4277086802381,0.677304391903939,0.707883212989214,FALSE,0.373870110815794,0.306593483347881,0.373870110815794,0.319536405836325
"P10111",1,-1.36070277118647,0.662923511492294,0.831368872284789,-0.133589612590614,FALSE,0.374262644766891,0.374262644766891,0.296309261539601,0.329428093693508
"P97584",1,0.273803667752207,-1.08041827100116,-0.442982941768729,1.24959754501768,FALSE,0.374521798886522,0.374521798886522,0.266904290021975,0.358573911091502
"P18421",2,-0.440627912416783,1.08405540743566,0.521989827727627,-1.1654173227465,FALSE,0.375109221834207,0.257791476256323,0.375109221834207,0.36709930190947
"Q04462",1,0.252472592963566,-1.08498771672392,-0.424134765760787,1.25664988952114,FALSE,0.376655895969699,0.376655895969699,0.266286760368138,0.357057343662163
"Q66HF1",3,-0.662154669272374,1.21595063242532,0.404890207329366,-0.958686170482312,FALSE,0.378144699857235,0.285932418352255,0.335922881790509,0.378144699857235
"P17074",3,-0.813618258900014,1.25221104136928,0.361139230622043,-0.799732013091312,FALSE,0.378558866742253,0.306178066626883,0.315263066630864,0.378558866742253
"P84817",3,1.27805083523467,-1.07119723048097,-0.417853541909344,0.210999937155639,FALSE,0.379982422074746,0.243691000179082,0.376326577746172,0.379982422074746
"P36953",2,-1.04471145516165,0.0369296695476287,1.34037224682916,-0.332590461215135,FALSE,0.382114345708453,0.305988435153691,0.382114345708453,0.311897219137856
"P29147",3,0.95994417584446,-1.19225678544614,-0.445112954347543,0.677425563949227,FALSE,0.382589140234074,0.284331608025304,0.333079251740622,0.382589140234074
"Q80W89",1,-1.38860650766364,0.62745796325888,0.821252679826623,-0.0601041354218674,FALSE,0.382657047490255,0.382657047490255,0.29081870460175,0.326524247907995
"P49134",3,-0.967114563069212,1.36650763374215,0.0427791298065462,-0.442172200479485,FALSE,0.383085827377437,0.351546052281595,0.265368120340968,0.383085827377437
"P52481",3,1.07812861879728,-1.17922044752121,-0.419543459353691,0.520635288077625,FALSE,0.384097441468735,0.26547565989141,0.350426898639855,0.384097441468735
"P02262",3,0.577205983689815,-0.966365457057812,-0.715708269372901,1.1048677427409,FALSE,0.384771947843137,0.345934785599244,0.269293266557619,0.384771947843137
"P31044",3,0.518125805339752,-0.885899999569846,-0.785416238181077,1.15319043241117,FALSE,0.385981024783071,0.357749472461743,0.256269502755186,0.385981024783071
"P21670",3,0.806086873086992,-1.15745324851011,-0.513082652636684,0.864449028059801,FALSE,0.386000252590305,0.305471124042939,0.308528623366756,0.386000252590305
"Q66HG9",3,0.528687527373817,-0.899407350936142,-0.774546156980346,1.14526598054267,FALSE,0.386844368557349,0.355982346711771,0.257173284730879,0.386844368557349
"P11598",1,0.301084560576599,-0.913710960535612,-0.664980992069462,1.27760739202847,FALSE,0.38722237959586,0.38722237959586,0.245219534954078,0.367558085450061
"P62755",3,-0.0389407975291494,1.13744489013407,0.192821775989106,-1.29132586859402,FALSE,0.387954445292219,0.237308922412941,0.37473663229484,0.387954445292219
"Q5XIB3",1,-0.974203733132857,1.39661954883484,-0.285918554631725,-0.136497261070257,FALSE,0.390240158279033,0.390240158279033,0.229727458523139,0.380032383197828
"Q561S0",2,-0.29195595563046,1.03974319256994,0.507611610559439,-1.25539884749892,FALSE,0.390533465615841,0.245506572484936,0.390533465615841,0.363959961899223
"Q9Z327",3,1.4238473495347,-0.822864036512246,-0.540244687119878,-0.0607386259025733,FALSE,0.391657429329713,0.226004119353132,0.382338451317155,0.391657429329713
"P21533",1,-1.1610071004706,1.27175679625698,0.064133344864941,-0.174883040651325,FALSE,0.39292879613967,0.39292879613967,0.244725179529153,0.362346024331177
"P11661",3,1.01400127654449,-1.09525294190164,-0.579423152426748,0.660674817783897,FALSE,0.395193999522525,0.281925447405985,0.32288055307149,0.395193999522525
"A0JPQ4",3,-0.798153063530559,1.41456579991769,-0.0149718595747129,-0.601440876812416,FALSE,0.395635149901412,0.327959233093593,0.276405617004995,0.395635149901412
"P26453",1,-0.928217175921058,1.40351004597353,-0.404410893192759,-0.0708819768597153,FALSE,0.395827765613394,0.395827765613394,0.222421705299557,0.381750529087049
"P50463",1,-0.927625902520372,1.40167652612515,-0.413732844484173,-0.0603177791206025,FALSE,0.396560624944578,0.396560624944578,0.222572804438402,0.380866570617019
"Q642A4",1,-0.990567498090708,1.3838391627856,-0.311600831676004,-0.0816708330188833,FALSE,0.399371544521457,0.399371544521457,0.224012362039035,0.376616093439509
"Q4V8F9",3,-0.735389850308153,1.42648327512408,-0.650130176291942,-0.0409632485239869,FALSE,0.400085623870081,0.384884638348568,0.215029737781351,0.400085623870081
"P05197",3,-0.806680466134843,1.4533670266097,-0.441430446709359,-0.205256113765502,FALSE,0.400250473300881,0.371412052812128,0.228337473886991,0.400250473300881
"P85968",3,-0.670588273110441,1.37506139632225,-0.805765134932413,0.101292011720603,FALSE,0.400689462299992,0.399120880431839,0.200189657268169,0.400689462299992
"P63159",3,1.06262914289487,-1.01249703502632,-0.674840031796486,0.624707923927939,FALSE,0.401604174138911,0.280796541858477,0.317599284002612,0.401604174138911
"P05503",1,-1.37323640326891,0.955518608862908,0.447565716305493,-0.0298479218994934,FALSE,0.402160047595408,0.402160047595408,0.262596248573835,0.335243703830757
"P63031",3,1.49135080000615,-0.533609962008834,-0.606344815216201,-0.351396022781113,FALSE,0.402362543852188,0.208104581697927,0.389532874449885,0.402362543852188
"P16290",1,0.276918870971871,-0.0851212638009298,-1.29957590901914,1.1077783018482,FALSE,0.402581623704849,0.402581623704849,0.196306646375785,0.401111729919366
"Q8CG45",3,1.47145046115324,-0.624139144658676,-0.631400254984229,-0.21591106151033,FALSE,0.403361457126971,0.21842840528784,0.37821013758519,0.403361457126971
"O08730",3,1.31416497032711,0.188825682305777,-0.519304842536431,-0.983685810096455,FALSE,0.404874330150405,0.193642474338931,0.401483195510665,0.404874330150405
"O35567",1,-0.0794176151699813,-1.10234583661795,-0.144048226856943,1.32581167864488,FALSE,0.405622416737614,0.405622416737614,0.260680695934746,0.33369688732764
"Q9Z2L0",3,0.657315623928304,-0.707989738599222,-0.990882103975011,1.04155621864593,FALSE,0.405984539087784,0.342548567920266,0.25146689299195,0.405984539087784
"P69897",3,1.45289065868013,-0.680451397169984,-0.638967947908986,-0.133471313601158,FALSE,0.406584608514503,0.219290700825303,0.374124690660193,0.406584608514503
"P84100",3,1.09399813885662,0.49619439153139,-0.412602437701228,-1.17759009268678,FALSE,0.407129688903555,0.191298631838792,0.401571679257653,0.407129688903555
"Q63362",3,0.724123291047497,0.841146682965716,-0.261538704480694,-1.30373126953252,FALSE,0.407259520673545,0.206858404750147,0.385882074576308,0.407259520673545
"Q5U2X7",3,0.483365463231436,-0.395542825484475,-1.18541193085588,1.09758929310892,FALSE,0.408025481614614,0.369844769260463,0.222129749124923,0.408025481614614
"Q925F0",3,0.938465018048178,-0.908394733983895,-0.819289550219721,0.789219266155438,FALSE,0.408740205826458,0.300688041325475,0.290571752848067,0.408740205826458
"A2RRU1",2,1.42513530027703,-0.891863820107753,-0.391893607115268,-0.141377873054013,FALSE,0.408958722631579,0.21677366553112,0.408958722631579,0.3742676118373
"P97521",1,-1.22745452042076,1.21876589866509,0.0673019890263837,-0.0586133672707044,FALSE,0.409112528380872,0.409112528380872,0.239397380762313,0.351490090856815
"A2VD12",1,0.216387517496557,-0.735341273088526,-0.807714097180547,1.32666785277252,FALSE,0.409280851125744,0.409280851125744,0.226707171033056,0.3640119778412
"P29266",3,0.750866432895612,0.820549850273136,-0.271790358440313,-1.29962592472843,FALSE,0.409361501548084,0.202096934305588,0.388541564146329,0.409361501548084
"P47727",1,0.278093614538014,-0.410099019281359,-1.10569905628898,1.23770446103232,FALSE,0.409465621485977,0.409465621485977,0.20664634193286,0.383888036581163
"P35281",2,1.23436122770519,0.297701702767411,-0.438833020677535,-1.09322990979507,FALSE,0.409634614805847,0.192498170500417,0.409634614805847,0.397867214693736
"P03889",3,0.719762247170447,0.855381381699331,-0.282732100463333,-1.29241152840645,FALSE,0.40996112306766,0.208749991093285,0.381288885839055,0.40996112306766
