"","cluster","Mean.of.log.A","Mean.of.log.B","Mean.of.log.C","Mean.of.log.D","isClusterMember","maxMembership","membership.of.cluster.1","membership.of.cluster.2","membership.of.cluster.3"
"Q9WTT7",1,-1.22255561673122,0.776823490992555,0.856334477189782,-0.410602351451118,FALSE,0.342543280903559,0.342543280903559,0.318671780473428,0.338784938623013
"P63102",3,-1.09658973936807,0.830429584823418,0.865356334646909,-0.599196180102253,FALSE,0.34500979975977,0.318646216177514,0.336343984062716,0.34500979975977
"Q7M0E3",1,-0.237751535202779,-1.30795600637204,0.634796914993558,0.910910626581266,FALSE,0.346210088133242,0.346210088133242,0.344360873395245,0.309429038471513
"P62959",3,-1.11147501524251,0.921737797086268,0.764578478326509,-0.57484126017027,FALSE,0.35052788717204,0.326328023795147,0.323144089032812,0.35052788717204
"P02564",1,-1.29124213047911,0.407225819378061,1.06495216321144,-0.180935852110383,FALSE,0.352608655869973,0.352608655869973,0.327599099325402,0.319792244804625
"P05765",3,-1.07423589883272,0.941039458988321,0.756377650063607,-0.623181210219205,FALSE,0.352784297464858,0.320436849465754,0.326778853069389,0.352784297464858
"P70567",3,-1.17907291834308,1.1033623798076,0.479167216325917,-0.403456677790437,FALSE,0.358485263487946,0.358212285116086,0.283302451395969,0.358485263487946
"P18422",3,0.587017403091773,-1.26481732298012,-0.303727981502697,0.981527901391041,FALSE,0.360391744314372,0.324785993495217,0.314822262190411,0.360391744314372
"P11960",2,0.768286653302108,-1.37327190516234,-0.110336827576684,0.715322079436916,FALSE,0.360582422326801,0.285785999281182,0.360582422326801,0.353631578392017
"P62859",3,-1.11086660411474,1.10454447503702,0.52562489384656,-0.519302764768848,FALSE,0.362559153055649,0.340981725557466,0.296459121386886,0.362559153055649
"P15865",2,0.845317841399481,-1.3509015407395,-0.155065561516922,0.660649260856937,FALSE,0.36385345711496,0.278840930943053,0.36385345711496,0.357305611941987
"O35244",3,-0.942600836699279,1.07903247663846,0.616578229663232,-0.753009869602413,FALSE,0.366686951273372,0.307553268368381,0.325759780358246,0.366686951273372
"Q641Y2",3,-0.658721981942087,1.04056760490572,0.648839467451583,-1.03068509041521,FALSE,0.368783785857799,0.269345539031891,0.36187067511031,0.368783785857799
