"","cluster","Mean.of.log.A","Mean.of.log.B","Mean.of.log.C","Mean.of.log.D","isClusterMember","maxMembership","membership.of.cluster.1","membership.of.cluster.2","membership.of.cluster.3"
"Q9WTT7",1,-1.22255561673122,0.776823490992555,0.856334477189782,-0.410602351451118,FALSE,0.342544325994926,0.342544325994926,0.318676072369364,0.33877960163571
"P63102",3,-1.09658973936807,0.830429584823418,0.865356334646909,-0.599196180102253,FALSE,0.345005535490348,0.318646749106913,0.336347715402739,0.345005535490348
"Q7M0E3",1,-0.237751535202779,-1.30795600637204,0.634796914993558,0.910910626581266,FALSE,0.34620764600093,0.34620764600093,0.344366619577612,0.309425734421458
"P62959",3,-1.11147501524251,0.921737797086268,0.764578478326509,-0.57484126017027,FALSE,0.350523210483851,0.326329081078805,0.323147708437344,0.350523210483851
"P02564",1,-1.29124213047911,0.407225819378061,1.06495216321144,-0.180935852110383,FALSE,0.352608812557868,0.352608812557868,0.327604390885696,0.319786796556437
"P05765",3,-1.07423589883272,0.941039458988321,0.756377650063607,-0.623181210219205,FALSE,0.352779928211305,0.320437793622341,0.326782278166354,0.352779928211305
"P70567",3,-1.17907291834308,1.1033623798076,0.479167216325917,-0.403456677790437,FALSE,0.358478689926956,0.358215184582896,0.283306125490148,0.358478689926956
"P18422",3,0.587017403091773,-1.26481732298012,-0.303727981502697,0.981527901391041,FALSE,0.360391157202535,0.324784396401947,0.314824446395518,0.360391157202535
"P11960",2,0.768286653302108,-1.37327190516234,-0.110336827576684,0.715322079436916,FALSE,0.360583420993991,0.285783528680322,0.360583420993991,0.353633050325686
"P62859",3,-1.11086660411474,1.10454447503702,0.52562489384656,-0.519302764768848,FALSE,0.362553477616788,0.340983989666752,0.29646253271646,0.362553477616788
"P15865",2,0.845317841399481,-1.3509015407395,-0.155065561516922,0.660649260856937,FALSE,0.363853823468917,0.278838399619221,0.363853823468917,0.357307776911861
"O35244",3,-0.942600836699279,1.07903247663846,0.616578229663232,-0.753009869602413,FALSE,0.36668335288406,0.307554281942241,0.325762365173699,0.36668335288406
"Q641Y2",3,-0.658721981942087,1.04056760490572,0.648839467451583,-1.03068509041521,FALSE,0.368783244630164,0.269345350999345,0.361871404370492,0.368783244630164
"Q00715",1,-0.975486617619047,-0.704959089890594,1.10433424359156,0.57611146391808,FALSE,0.368981175127371,0.368981175127371,0.335242765199307,0.295776059673322
"Q5M9I5",1,-0.398721199682967,-1.20991980266353,0.600295332589979,1.00834566975651,FALSE,0.372473177758359,0.372473177758359,0.321068483404436,0.306458338837204
"P09456",1,-1.34882690856007,0.633020500223665,0.869646113221733,-0.15383970488533,FALSE,0.372892883060628,0.372892883060628,0.300809409339328,0.326297707600044
"Q4V8H8",2,-0.990376331329471,-0.511646859134656,1.31196408053452,0.19005910992961,FALSE,0.373055230445818,0.330114363324616,0.373055230445818,0.296830406229566
"P29410",1,0.283514062509728,-1.12256801478956,-0.389007210246928,1.22806116252676,FALSE,0.37682013312652,0.37682013312652,0.27411614294451,0.34906372392897
"P10111",1,-1.36070277118647,0.662923511492294,0.831368872284789,-0.133589612590614,FALSE,0.378219785000708,0.378219785000708,0.295163322258001,0.326616892741291
"P18421",3,-0.440627912416783,1.08405540743566,0.521989827727627,-1.1654173227465,FALSE,0.379004159701859,0.251785095671698,0.369210744626443,0.379004159701859
"P31044",3,0.518125805339752,-0.885899999569846,-0.785416238181077,1.15319043241117,FALSE,0.379201690166578,0.364720148277185,0.256078161556237,0.379201690166578
"Q66HG9",3,0.528687527373817,-0.899407350936142,-0.774546156980346,1.14526598054267,FALSE,0.379425433736328,0.362448306477089,0.258126259786583,0.379425433736328
"P02262",3,0.577205983689815,-0.966365457057812,-0.715708269372901,1.1048677427409,FALSE,0.379747745576421,0.351717032855865,0.268535221567714,0.379747745576421
"P21670",3,0.806086873086992,-1.15745324851011,-0.513082652636684,0.864449028059801,FALSE,0.37994946811775,0.307277914654997,0.312772617227253,0.37994946811775
"P29147",3,0.95994417584446,-1.19225678544614,-0.445112954347543,0.677425563949227,FALSE,0.380113848646293,0.282259274964857,0.33762687638885,0.380113848646293
"P52481",3,1.07812861879728,-1.17922044752121,-0.419543459353691,0.520635288077625,FALSE,0.380501152715452,0.264525011911359,0.354973835373189,0.380501152715452
"P84817",3,1.27805083523467,-1.07119723048097,-0.417853541909344,0.210999937155639,FALSE,0.382428343291195,0.235442570704869,0.382129086003936,0.382428343291195
"P97584",1,0.273803667752207,-1.08041827100116,-0.442982941768729,1.24959754501768,FALSE,0.382859926373016,0.382859926373016,0.267372709785844,0.34976736384114
"Q561S0",2,-0.29195595563046,1.03974319256994,0.507611610559439,-1.25539884749892,FALSE,0.38480342065065,0.237871767174701,0.38480342065065,0.377324812174649
"Q04462",1,0.252472592963566,-1.08498771672392,-0.424134765760787,1.25664988952114,FALSE,0.384854549364848,0.384854549364848,0.267215779728029,0.347929670907123
"A7VJC2",2,0.042521075344945,-1.4277086802381,0.677304391903939,0.707883212989214,FALSE,0.386114340418343,0.304293688088414,0.386114340418343,0.309591971493243
"P17074",3,-0.813618258900014,1.25221104136928,0.361139230622043,-0.799732013091312,FALSE,0.387584954097462,0.303578236320433,0.308836809582106,0.387584954097462
"Q80W89",1,-1.38860650766364,0.62745796325888,0.821252679826623,-0.0601041354218674,FALSE,0.387952650965347,0.387952650965347,0.289127560540988,0.322919788493665
"Q66HF1",3,-0.662154669272374,1.21595063242532,0.404890207329366,-0.958686170482312,FALSE,0.389030670212006,0.28166449178133,0.329304838006664,0.389030670212006
"P49134",3,-0.967114563069212,1.36650763374215,0.0427791298065462,-0.442172200479485,FALSE,0.389753091103408,0.352639414360719,0.257607494535873,0.389753091103408
"P36953",2,-1.04471145516165,0.0369296695476287,1.34037224682916,-0.332590461215135,FALSE,0.390647719090688,0.302677295028625,0.390647719090688,0.306674985880687
"P11661",3,1.01400127654449,-1.09525294190164,-0.579423152426748,0.660674817783897,FALSE,0.392195438439886,0.281565116941341,0.326239444618772,0.392195438439886
"P11598",1,0.301084560576599,-0.913710960535612,-0.664980992069462,1.27760739202847,FALSE,0.395162140440818,0.395162140440818,0.247326152560698,0.357511706998484
"Q5XIB3",1,-0.974203733132857,1.39661954883484,-0.285918554631725,-0.136497261070257,FALSE,0.396249968096737,0.396249968096737,0.219140591034327,0.384609440868935
"P21533",1,-1.1610071004706,1.27175679625698,0.064133344864941,-0.174883040651325,FALSE,0.397820714198739,0.397820714198739,0.238559900281665,0.363619385519596
"Q9Z327",3,1.4238473495347,-0.822864036512246,-0.540244687119878,-0.0607386259025733,FALSE,0.399146914136716,0.216926700210245,0.383926385653038,0.399146914136716
"P63159",3,1.06262914289487,-1.01249703502632,-0.674840031796486,0.624707923927939,FALSE,0.402097943764611,0.278588934256727,0.319313121978662,0.402097943764611
"Q9Z2L0",3,0.657315623928304,-0.707989738599222,-0.990882103975011,1.04155621864593,FALSE,0.403218953614142,0.348363245891785,0.248417800494073,0.403218953614142
"P26453",1,-0.928217175921058,1.40351004597353,-0.404410893192759,-0.0708819768597153,FALSE,0.403434609565157,0.403434609565157,0.209876201648831,0.386689188786012
"Q5U2X7",3,0.483365463231436,-0.395542825484475,-1.18541193085588,1.09758929310892,FALSE,0.404266171587002,0.379705636354077,0.216028192058921,0.404266171587002
"P62246",3,0.484040352017557,0.884437145960691,0.0393324435093142,-1.40780994148756,FALSE,0.404474477226746,0.196154638390476,0.399370884382779,0.404474477226746
"P50463",1,-0.927625902520372,1.40167652612515,-0.413732844484173,-0.0603177791206025,FALSE,0.405102045033566,0.405102045033566,0.208778336304836,0.386119618661598
"P04642",2,0.20410079310017,0.947278036467618,0.260423790258789,-1.41180261982658,FALSE,0.405520353696832,0.206664598919905,0.405520353696832,0.387815047383264
"Q642A4",1,-0.990567498090708,1.3838391627856,-0.311600831676004,-0.0816708330188833,FALSE,0.406099964241088,0.406099964241088,0.214075441718555,0.379824594040357
"P52504",3,0.517196670869277,0.871657068685931,0.0155957366629745,-1.40444947621818,FALSE,0.406100379331124,0.194948566804001,0.398951053864875,0.406100379331124
